Date,Open,High,Low,Close,Volume
2006-01-23,239.0,239.0,218.49,218.89,507646.0
2006-01-24,220.5,224.68,219.66,224.0,896956.0
2006-01-25,225.2,231.0,225.0,228.38,1546591.0
2006-01-26,228.9,229.41,223.51,224.47,758387.0
2006-01-27,226.2,231.5,224.0,228.75,1271730.0
2006-01-30,231.07,231.07,215.0,216.0,1723820.0
2006-01-31,218.0,224.23,215.71,219.02,1173204.0
2006-02-01,219.5,223.99,215.0,223.99,854519.0
2006-02-02,223.9,224.5,220.0,221.5,540431.0
2006-02-03,218.75,221.3,217.01,221.01,536666.0
2006-02-06,221.75,222.45,219.16,220.45,637334.0
2006-02-07,219.9,220.7,218.2,220.5,826433.0
2006-02-08,219.0,221.59,215.5,221.0,939986.0
2006-02-09,221.49,224.8,220.5,222.0,977209.0
2006-02-10,222.58,223.6,221.51,222.0,591578.0
2006-02-13,221.95,222.0,218.57,219.95,787530.0
2006-02-14,219.75,220.85,218.6,219.89,378855.0
2006-02-15,219.8,220.0,218.83,219.78,354647.0
2006-02-16,219.88,220.47,218.93,220.0,451136.0
2006-02-17,220.5,227.33,220.5,226.5,1921347.0
2006-02-20,227.37,229.99,227.37,228.2,837965.0
2006-02-21,230.01,230.16,224.55,225.0,1077672.0
2006-02-22,225.45,226.5,224.11,225.38,600400.0
2006-02-26,226.0,229.6,225.38,227.38,889804.0
2006-02-27,227.8,228.2,225.05,225.21,931154.0
2006-02-28,225.3,225.3,217.01,218.79,1143044.0
2006-03-01,219.0,220.5,214.6,217.98,1108921.0
2006-03-02,218.75,220.86,217.5,218.98,779294.0
2006-03-03,220.17,228.9,220.0,228.9,2881755.0
2006-03-06,230.1,239.37,230.1,231.99,2565738.0
2006-03-07,230.21,230.5,221.97,223.86,1875882.0
2006-03-09,219.97,221.8,215.11,219.2,1639368.0
2006-03-10,219.57,221.88,216.3,217.11,1250349.0
2006-03-13,219.19,223.49,218.21,223.3,1702175.0
2006-03-14,224.77,225.55,218.22,220.35,1527902.0
2006-03-15,222.15,223.3,219.55,221.23,1087013.0
2006-03-16,221.5,223.0,219.4,220.7,794245.0
2006-03-17,222.07,229.49,221.41,229.3,2312149.0
2006-03-20,229.99,232.2,224.5,225.75,1704170.0
2006-03-21,224.5,227.2,222.6,224.4,1317744.0
2006-03-22,225.6,225.6,223.7,225.19,673740.0
2006-03-23,225.5,228.25,225.3,226.5,1654064.0
2006-03-24,226.88,229.91,225.55,229.9,1169854.0
2006-03-27,230.56,235.28,229.16,231.63,2288767.0
2006-03-28,231.51,232.0,227.79,228.45,1221729.0
2006-03-29,228.0,229.3,227.0,228.62,937593.0
2006-03-30,230.2,231.49,229.5,230.4,1666449.0
2006-03-31,230.5,233.4,229.5,230.15,1919661.0
2006-04-03,230.98,232.2,230.1,230.5,969871.0
2006-04-04,231.7,232.8,230.5,231.52,1515124.0
2006-04-05,232.0,240.7,231.55,238.5,3049394.0
2006-04-06,240.2,244.69,240.0,243.3,3185597.0
2006-04-07,242.0,251.0,241.5,250.29,4509374.0
2006-04-10,253.03,268.9,252.0,268.7,6539041.0
2006-04-11,270.4,275.42,262.4,262.5,6674038.0
2006-04-12,262.0,265.99,258.35,264.7,3884415.0
2006-04-13,266.07,266.7,259.81,263.49,2901562.0
2006-04-14,264.9,268.0,262.3,267.9,1953533.0
2006-04-17,269.0,271.48,267.53,269.45,3391493.0
2006-04-18,271.0,273.29,270.3,271.69,3942152.0
2006-04-19,273.4,278.3,273.35,278.29,5148472.0
2006-04-20,279.5,280.95,274.11,276.11,6164832.0
2006-04-21,275.0,280.4,273.3,280.19,3295734.0
2006-04-24,281.5,287.32,280.5,286.97,3993918.0
2006-04-25,285.0,289.22,283.69,285.0,3045907.0
2006-04-26,285.75,309.85,285.5,309.3,9861460.0
2006-04-27,311.55,325.4,297.0,304.7,9350281.0
2006-04-28,305.0,311.77,302.0,310.25,4286856.0
2006-05-02,315.0,323.05,315.0,320.3,3688714.0
2006-05-03,325.25,327.9,318.3,323.36,3966857.0
2006-05-04,321.78,332.49,320.3,332.48,5710364.0
2006-05-05,332.07,338.5,331.01,336.35,5151832.0
2006-05-06,337.95,350.79,337.1,350.25,3982106.0
2006-05-10,352.5,359.27,329.4,331.8,10088938.0
2006-05-11,334.99,346.7,311.0,334.92,13036333.0
2006-05-12,328.9,328.9,316.25,320.2,5535745.0
2006-05-15,314.0,316.49,296.01,301.99,7976130.0
2006-05-16,300.0,310.1,286.52,306.99,9984888.0
2006-05-17,310.0,315.99,290.03,292.2,9459171.0
2006-05-18,284.98,295.0,275.26,283.5,9925603.0
2006-05-19,287.23,291.0,273.07,273.5,5382541.0
2006-05-22,273.0,275.6,232.0,240.68,10382112.0
2006-05-23,248.2,269.8,229.54,267.0,13246673.0
2006-05-24,268.0,268.5,246.1,258.49,10285235.0
2006-05-25,253.7,275.65,251.15,272.4,10458181.0
2006-05-26,279.9,293.45,277.48,291.3,11315912.0
2006-05-29,296.0,300.79,281.5,282.49,8952044.0
2006-05-30,283.76,292.8,271.5,282.9,14165051.0
2006-05-31,272.25,295.1,270.0,283.0,13441356.0
2006-06-01,287.56,289.69,280.51,287.99,6883075.0
2006-06-02,292.03,302.0,292.0,298.9,9085432.0
2006-06-05,304.0,306.0,295.33,297.86,5870362.0
2006-06-06,289.7,290.94,276.5,277.66,6631663.0
2006-06-07,277.0,281.5,265.55,280.4,8881462.0
2006-06-08,268.27,269.5,251.22,251.5,9201875.0
2006-06-09,259.89,264.38,250.01,255.67,6515003.0
2006-06-13,239.0,243.5,226.4,228.0,6629382.0
2006-06-14,227.0,245.8,219.0,244.0,10911932.0
2006-06-15,250.12,258.6,246.15,257.88,7827439.0
2006-06-16,268.0,273.37,245.0,258.17,10227786.0
2006-06-19,258.0,269.45,252.23,259.99,6311862.0
2006-06-20,255.8,264.98,250.45,264.0,5746383.0
2006-06-21,265.0,268.45,255.53,264.0,6117889.0
2006-06-22,269.9,272.5,259.0,259.15,5393690.0
2006-06-23,259.67,262.59,256.5,260.0,3160283.0
2006-06-26,260.7,262.37,252.75,257.9,2496577.0
2006-06-27,260.34,268.85,257.33,266.22,4606457.0
2006-06-28,262.4,267.49,259.5,266.31,4401880.0
2006-06-29,268.5,276.75,264.5,275.5,6647873.0
2006-06-30,286.52,289.48,278.2,281.83,7420170.0
2006-07-03,283.5,286.67,282.0,285.65,3369390.0
2006-07-04,286.95,287.97,281.01,286.8,3118375.0
2006-07-05,285.5,285.83,271.5,273.21,4217628.0
2006-07-06,275.0,285.33,272.14,285.0,5806454.0
2006-07-07,285.2,285.45,275.02,277.85,5591271.0
2006-07-10,274.9,280.3,274.5,280.0,2363104.0
2006-07-11,279.0,280.85,273.6,274.55,2573355.0
2006-07-12,277.22,281.2,275.61,277.01,3315127.0
2006-07-13,275.0,277.39,259.22,261.6,6731405.0
2006-07-14,257.5,271.33,252.54,265.0,7663911.0
2006-07-17,261.3,264.0,254.5,258.12,3517216.0
2006-07-18,257.0,264.93,254.5,262.97,4307584.0
2006-07-19,263.5,271.84,257.9,271.2,4488708.0
2006-07-20,276.78,277.3,267.67,268.3,4691017.0
2006-07-21,267.0,269.13,264.5,266.88,3076001.0
2006-07-24,265.89,272.14,264.61,272.0,2960589.0
2006-07-25,274.99,274.99,269.5,269.77,3586905.0
2006-07-26,272.0,273.08,269.8,270.75,1948129.0
2006-07-27,271.53,281.49,271.53,280.8,5884883.0
2006-07-28,278.9,281.21,276.2,279.55,4207907.0
2006-07-31,281.98,282.5,276.75,277.88,2699748.0
2006-08-01,278.55,282.36,274.6,275.66,3939131.0
2006-08-02,275.01,280.87,275.01,280.51,2435300.0
2006-08-03,282.0,284.89,277.51,284.89,4844866.0
2006-08-04,285.0,292.5,282.11,290.99,5131727.0
2006-08-07,287.79,295.5,286.5,294.49,5126301.0
2006-08-08,295.5,299.69,293.15,294.2,6378776.0
2006-08-09,295.1,306.8,294.7,304.82,7942428.0
2006-08-10,303.0,308.52,298.13,306.05,10050562.0
2006-08-11,307.1,314.85,307.0,313.45,7566187.0
2006-08-14,314.99,319.4,311.55,312.1,7466630.0
2006-08-15,312.97,313.49,302.8,312.4,10766449.0
2006-08-16,314.7,317.1,308.53,312.99,8091246.0
2006-08-17,313.99,314.1,304.55,304.68,4929480.0
2006-08-18,305.2,306.44,289.45,292.4,9425707.0
2006-08-21,295.9,303.25,291.21,300.15,7222905.0
2006-08-22,301.89,307.99,301.2,307.9,5621259.0
2006-08-23,306.25,312.39,301.22,309.17,7247930.0
2006-08-24,306.19,311.3,303.06,308.1,5301699.0
2006-08-25,311.11,314.8,310.0,313.29,5083364.0
2006-08-28,312.5,313.67,310.36,311.2,2404580.0
2006-08-29,312.0,317.78,307.54,310.0,7597459.0
2006-08-30,310.0,314.77,310.0,312.3,4499389.0
2006-08-31,314.97,318.2,311.91,313.45,8207817.0
2006-09-01,313.69,314.36,308.67,309.19,5478581.0
2006-09-04,312.2,313.2,307.01,311.2,3602227.0
2006-09-05,310.32,311.49,308.2,310.65,4454136.0
2006-09-06,311.0,311.0,299.5,302.2,5735197.0
2006-09-07,298.51,298.7,291.77,294.98,5913339.0
2006-09-08,293.4,299.25,291.0,298.01,3684552.0
2006-09-11,295.51,295.51,283.0,284.44,5899749.0
2006-09-12,286.5,290.25,283.65,289.9,5928579.0
2006-09-13,286.89,294.9,285.0,293.99,5371305.0
2006-09-14,296.5,300.49,291.7,292.18,5119727.0
2006-09-15,288.0,294.7,287.85,291.75,3762834.0
2006-09-18,293.99,295.48,290.81,293.82,2633484.0
2006-09-19,296.0,296.89,293.5,294.75,2677508.0
2006-09-20,289.96,290.0,284.65,288.01,3301287.0
2006-09-21,286.4,289.35,278.12,280.8,4549284.0
2006-09-22,281.5,282.97,270.75,272.0,6373427.0
2006-09-25,269.99,270.8,261.51,262.1,6239938.0
2006-09-26,267.1,274.15,266.17,273.91,4798514.0
2006-09-27,276.35,280.99,274.13,276.61,6471687.0
2006-09-28,284.0,290.95,283.7,289.7,6877563.0
2006-09-29,289.49,293.3,285.1,288.0,4994767.0
2006-10-02,290.25,292.45,287.0,290.1,3576164.0
2006-10-03,285.9,286.67,281.33,282.3,4048402.0
2006-10-04,278.9,288.52,277.32,286.19,6896871.0
2006-10-05,292.11,297.26,290.23,295.69,7440501.0
2006-10-06,294.63,296.9,290.12,293.2,4790490.0
2006-10-09,293.7,300.77,290.8,300.18,5295445.0
2006-10-10,299.2,301.9,291.75,294.82,6824198.0
2006-10-11,292.2,296.4,288.79,295.49,5227464.0
2006-10-12,292.01,293.69,287.56,290.6,5116012.0
2006-10-13,293.5,299.7,292.39,298.25,7295765.0
2006-10-16,300.11,300.9,294.54,297.78,3703049.0
2006-10-17,301.5,302.75,293.51,294.0,5894188.0
2006-10-18,293.4,300.2,293.2,299.69,6519454.0
2006-10-19,298.55,301.3,297.6,300.1,4560245.0
2006-10-20,302.3,303.4,295.6,297.2,4230247.0
2006-10-23,296.0,296.98,291.0,293.69,3227983.0
2006-10-24,294.8,294.88,289.98,293.05,2946645.0
2006-10-25,294.03,296.25,292.35,296.25,3355452.0
2006-10-26,299.55,299.85,290.07,291.5,5242027.0
2006-10-27,291.0,291.3,284.25,286.13,5397890.0
2006-10-30,284.6,285.17,276.05,277.28,3960252.0
2006-10-31,276.4,284.7,275.5,282.19,5528219.0
2006-11-01,283.6,291.39,281.9,291.0,4733299.0
2006-11-02,289.49,291.5,286.21,287.99,4444003.0
2006-11-03,287.7,291.8,287.1,291.0,2469143.0
2006-11-07,294.0,295.24,292.2,292.74,3129196.0
2006-11-08,291.98,292.33,288.4,289.7,2991890.0
2006-11-09,291.5,294.7,291.11,292.8,3035663.0
2006-11-10,292.3,292.88,287.87,291.99,3288382.0
2006-11-13,290.58,294.23,289.3,290.97,2894499.0
2006-11-14,291.4,294.8,289.16,293.53,3318527.0
2006-11-15,294.14,298.11,292.38,294.0,4560830.0
2006-11-16,294.6,295.33,291.82,293.64,2287934.0
2006-11-17,289.66,290.65,284.67,288.03,4770730.0
2006-11-20,287.5,288.41,284.04,285.69,2767606.0
2006-11-21,287.05,292.89,286.8,291.4,3959076.0
2006-11-22,293.5,295.0,287.9,288.01,5102016.0
2006-11-23,289.0,292.0,288.1,289.7,2084578.0
2006-11-24,289.6,291.48,288.0,289.99,2116268.0
2006-11-27,291.74,292.0,288.15,288.75,2165297.0
2006-11-28,288.7,295.35,285.9,295.19,5926623.0
2006-11-29,296.26,305.7,296.26,305.45,11039504.0
2006-11-30,308.0,311.0,302.85,305.5,11905980.0
2006-12-01,306.9,310.01,302.25,303.49,8014573.0
2006-12-04,305.11,307.75,303.75,304.99,4593555.0
2006-12-05,306.1,310.22,306.0,308.0,6504599.0
2006-12-06,309.82,311.8,306.49,308.7,5340577.0
2006-12-07,309.01,310.3,307.3,307.8,3970777.0
2006-12-08,308.72,308.99,305.5,305.7,3657724.0
2006-12-11,306.0,307.45,299.89,301.69,5275776.0
2006-12-12,302.49,302.5,294.5,297.1,6947962.0
